50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 48.00 50.00 48.00 50.00 48.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
51.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
51.00 48.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 48.00 51.00 50.00 51.00 48.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 51.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00
51.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00
51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00
50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 48.00 50.00 48.00 50.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00 48.00 50.00
51.00 48.00 50.00 50.00 51.00 50.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 51.00
50.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00
51.00 48.00 48.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 48.00 50.00 48.00 51.00 50.00 48.00 50.00
50.00 48.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 51.00
51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 51.00
51.00 48.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 50.00 51.00
50.00 48.00 50.00 48.00 51.00 50.00 51.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 51.00 50.00 50.00 50.00 48.00 50.00
50.00 48.00 50.00 48.00 50.00 50.00 51.00 50.00 48.00 50.00
50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 51.00
51.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 48.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 48.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 51.00
51.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 51.00
50.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 51.00 48.00 48.00 50.00
50.00 48.00 50.00 50.00 51.00 50.00 50.00 50.00 48.00 51.00
50.00 48.00 50.00 50.00 50.00 50.00 51.00 50.00 48.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 48.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 48.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 48.00 50.00
51.00 48.00 50.00 48.00 50.00 50.00 50.00 48.00 48.00 50.00
51.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 48.00 50.00
51.00 50.00 50.00 48.00 51.00 50.00 51.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 48.00 51.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 51.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 51.00
50.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00 48.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 51.00 51.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00
51.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 48.00 50.00
50.00 48.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 51.00
51.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 48.00 50.00
50.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 51.00
50.00 48.00 50.00 50.00 50.00 48.00 51.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 51.00
51.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 51.00
50.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00 50.00 51.00
50.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00 50.00 51.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 48.00 51.00 50.00 50.00 48.00 51.00 50.00 48.00 50.00
51.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 50.00 52.00 50.00 51.00 50.00
50.00 50.00 51.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00 48.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 51.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 48.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00
50.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
51.00 50.00 51.00 50.00 50.00 48.00 50.00 48.00 50.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 50.00 48.00 50.00 50.00
51.00 50.00 51.00 50.00 51.00 50.00 50.00 48.00 51.00 50.00
51.00 48.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 50.00 48.00 50.00 48.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 48.00 51.00 50.00
51.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00 48.00 50.00
51.00 48.00 51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00
51.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 51.00 50.00
50.00 48.00 50.00 50.00 50.00 48.00 50.00 48.00 50.00 50.00
51.00 50.00 51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 48.00 51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 48.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 48.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 48.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 51.00 48.00 50.00 50.00 51.00 51.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00 48.00
50.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00 50.00 48.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 48.00 50.00 48.00
50.00 50.00 50.00 51.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 48.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 51.00 50.00
50.00 50.00 50.00 51.00 50.00 48.00 50.00 50.00 51.00 50.00
50.00 50.00 50.00 51.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 51.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 48.00
51.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 48.00 48.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 51.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 51.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 51.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 51.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 51.00 51.00 50.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 51.00 50.00 50.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 51.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 51.00 50.00 48.00 51.00 50.00 51.00 48.00
51.00 48.00 50.00 50.00 51.00 48.00 51.00 50.00 53.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
51.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 51.00 51.00 48.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 47.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 48.00 50.00
50.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00 48.00 50.00
51.00 48.00 50.00 50.00 50.00 48.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 50.00 50.00
51.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00 48.00 48.00
51.00 48.00 50.00 50.00 51.00 50.00 51.00 50.00 51.00 50.00
51.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 50.00 50.00
51.00 50.00 51.00 50.00 50.00 48.00 50.00 50.00 50.00 50.00
50.00 51.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 48.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00
50.00 48.00 50.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 51.00 48.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 52.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 48.00 50.00
50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 50.00
51.00 48.00 50.00 50.00 51.00 51.00 50.00 50.00 51.00 50.00
51.00 48.00 50.00 50.00 51.00 50.00 51.00 50.00 51.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 51.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 50.00 48.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 50.00 50.00 50.00 44.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00 53.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 50.00 50.00 48.00
51.00 50.00 50.00 50.00 51.00 48.00 50.00 50.00 51.00 50.00
50.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 48.00 50.00
51.00 48.00 50.00 50.00 51.00 48.00 50.00 48.00 51.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 48.00 50.00
51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00 48.00
50.00 48.00 50.00 50.00 51.00 48.00 51.00 50.00 50.00 50.00
50.00 50.00 50.00 50.00 51.00 48.00 51.00 50.00 51.00 48.00
51.00 50.00 50.00 51.00 51.00 48.00 51.00 48.00 50.00 50.00
50.00 50.00 50.00 51.00 50.00 48.00 50.00 48.00 51.00 48.00
51.00 48.00 50.00 50.00 50.00 50.00 51.00 48.00 51.00 48.00
51.00 50.00 50.00 50.00 50.00 48.00 50.00 48.00 51.00 48.00
51.00 48.00 50.00 51.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00
51.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 48.00 50.00 51.00 50.00
51.00 50.00 51.00 52.00 50.00 50.00 50.00 50.00 50.00 48.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 50.00 48.00
51.00 50.00 50.00 51.00 51.00 50.00 50.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 51.00 48.00 50.00 50.00 51.00 48.00
51.00 50.00 51.00 51.00 50.00 48.00 51.00 50.00 52.00 50.00
51.00 50.00 51.00 50.00 51.00 50.00 50.00 48.00 46.00 48.00
51.00 50.00 51.00 51.00 51.00 50.00 50.00 48.00 48.00 48.00
51.00 50.00 50.00 51.00 50.00 50.00 51.00 48.00 50.00 48.00
51.00 50.00 50.00 51.00 50.00 48.00 51.00 48.00 50.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 51.00 48.00
51.00 48.00 50.00 50.00 51.00 50.00 50.00 48.00 51.00 48.00
51.00 50.00 51.00 50.00 51.00 50.00 51.00 50.00 50.00 50.00
51.00 50.00 50.00 50.00 50.00 48.00 51.00 48.00 50.00 50.00
51.00 48.00 50.00 50.00 50.00 50.00 51.00 50.00 52.00 50.00
51.00 50.00 51.00 50.00 50.00 50.00 50.00 50.00 51.00 50.00
51.00 50.00 51.00 50.00 51.00 50.00 51.00 50.00 51.00 50.00
51.00 50.00 50.00 50.00 51.00 50.00 51.00 50.00 47.00 48.00
51.00 50.00 50.00 50.00 50.00 48.00 51.00 50.00 50.00 50.00
51.00 48.00 50.00 50.00 50.00 48.00 51.00 50.00 51.00 50.00
51.00 48.00 51.00 50.00 51.00 48.00 51.00 50.00 51.00 50.00
